Entidad,Municipio, Porcentaje2020 , Personas2020 
Quintana Roo,Lázaro Cárdenas, 23.48 ," 8,405.00 "
Quintana Roo,Solidaridad, 26.19 ," 80,613.00 "
Quintana Roo,Tulum, 28.18 ," 13,014.00 "
Quintana Roo,Bacalar, 32.86 ," 16,693.00 "
Quintana Roo,Puerto Morelos, 20.71 ," 5,296.00 "
San Luis Potosí,Ahualulco, 11.05 ," 2,193.00 "
San Luis Potosí,Alaquines, 8.44 , 669.00 
San Luis Potosí,Aquismón, 38.04 ," 20,529.00 "
San Luis Potosí,Armadillo de los Infante, 11.01 , 450.00 
San Luis Potosí,Cárdenas, 16.90 ," 3,312.00 "
San Luis Potosí,Catorce, 12.99 ," 1,267.00 "
San Luis Potosí,Cedral, 21.66 ," 4,467.00 "
San Luis Potosí,Cerritos, 14.47 ," 3,507.00 "
San Luis Potosí,Cerro de San Pedro, 12.62 , 649.00 
San Luis Potosí,Ciudad del Maíz, 11.94 ," 3,820.00 "
San Luis Potosí,Ciudad Fernández, 20.45 ," 10,099.00 "
San Luis Potosí,Tancanhuitz, 24.33 ," 5,299.00 "
San Luis Potosí,Ciudad Valles, 19.58 ," 37,273.00 "
San Luis Potosí,Coxcatlán, 21.96 ," 3,612.00 "
San Luis Potosí,Charcas, 17.42 ," 4,087.00 "
San Luis Potosí,Ebano, 23.08 ," 10,087.00 "
San Luis Potosí,Guadalcázar, 19.28 ," 5,415.00 "
San Luis Potosí,Huehuetlán, 24.82 ," 4,061.00 "
San Luis Potosí,Lagunillas, 8.18 , 454.00 
San Luis Potosí,Matehuala, 18.95 ," 19,937.00 "
San Luis Potosí,Mexquitic de Carmona, 17.08 ," 10,683.00 "
San Luis Potosí,Moctezuma, 13.85 ," 2,759.00 "
San Luis Potosí,Rayón, 21.18 ," 3,500.00 "
San Luis Potosí,Rioverde, 18.91 ," 19,440.00 "
San Luis Potosí,Salinas, 17.70 ," 5,611.00 "
San Luis Potosí,San Antonio, 18.22 ," 1,741.00 "
San Luis Potosí,San Ciro de Acosta, 15.76 ," 1,608.00 "
San Luis Potosí,San Luis Potosí, 12.54 ," 111,321.00 "
San Luis Potosí,San Martín Chalchicuautla, 14.75 ," 2,684.00 "
San Luis Potosí,San Nicolás Tolentino, 14.42 , 702.00 
San Luis Potosí,Santa Catarina, 20.94 ," 2,595.00 "
San Luis Potosí,Santa María del Río, 16.12 ," 6,732.00 "
San Luis Potosí,Santo Domingo, 22.03 ," 2,565.00 "
San Luis Potosí,San Vicente Tancuayalab, 18.58 ," 2,917.00 "
San Luis Potosí,Soledad de Graciano Sánchez, 12.68 ," 41,417.00 "
San Luis Potosí,Tamasopo, 26.98 ," 8,610.00 "
San Luis Potosí,Tamazunchale, 25.93 ," 26,374.00 "
San Luis Potosí,Tampacán, 29.74 ," 4,530.00 "
San Luis Potosí,Tampamolón Corona, 28.38 ," 3,895.00 "
San Luis Potosí,Tamuín, 39.42 ," 15,856.00 "
San Luis Potosí,Tanlajás, 30.49 ," 5,620.00 "
San Luis Potosí,Tanquián de Escobedo, 27.93 ," 4,147.00 "
San Luis Potosí,Tierra Nueva, 9.36 , 760.00 
San Luis Potosí,Vanegas, 13.51 ," 1,040.00 "
San Luis Potosí,Venado, 18.88 ," 2,992.00 "
San Luis Potosí,Villa de Arriaga, 19.12 ," 3,686.00 "
San Luis Potosí,Villa de Guadalupe, 10.70 ," 1,011.00 "
San Luis Potosí,Villa de la Paz, 13.88 , 749.00 
San Luis Potosí,Villa de Ramos, 29.57 ," 10,977.00 "
San Luis Potosí,Villa de Reyes, 17.82 ," 9,675.00 "
San Luis Potosí,Villa Hidalgo, 16.26 ," 2,754.00 "
San Luis Potosí,Villa Juárez, 22.66 ," 2,492.00 "
San Luis Potosí,Axtla de Terrazas, 30.44 ," 10,312.00 "
San Luis Potosí,Xilitla, 31.51 ," 16,638.00 "
San Luis Potosí,Zaragoza, 16.00 ," 4,652.00 "
San Luis Potosí,Villa de Arista, 22.70 ," 3,807.00 "
San Luis Potosí,Matlapa, 30.38 ," 9,042.00 "
San Luis Potosí,El Naranjo, 18.32 ," 3,954.00 "
Sinaloa,Ahome, 23.17 ," 109,672.00 "
Sinaloa,Angostura, 27.93 ," 12,515.00 "
Sinaloa,Badiraguato, 47.95 ," 10,924.00 "
Sinaloa,Concordia, 23.92 ," 5,819.00 "
Sinaloa,Cosalá, 25.83 ," 3,690.00 "
Sinaloa,Culiacán, 17.26 ," 183,715.00 "
Sinaloa,Choix, 39.11 ," 9,961.00 "
Sinaloa,Elota, 23.62 ," 13,328.00 "
Sinaloa,Escuinapa, 35.28 ," 21,747.00 "
Sinaloa,El Fuerte, 26.54 ," 26,345.00 "
Sinaloa,Guasave, 25.92 ," 71,258.00 "
Sinaloa,Mazatlán, 19.35 ," 104,587.00 "
Sinaloa,Mocorito, 32.15 ," 13,536.00 "
Sinaloa,Rosario, 28.96 ," 15,714.00 "
Sinaloa,Salvador Alvarado, 24.29 ," 19,681.00 "
Sinaloa,San Ignacio, 27.88 ," 4,714.00 "
Sinaloa,Sinaloa, 24.19 ," 15,412.00 "
Sinaloa,Navolato, 27.62 ," 41,958.00 "
Sonora,Aconchi, 13.25 , 362.00 
Sonora,Agua Prieta, 21.67 ," 21,623.00 "
Sonora,Alamos, 38.93 ," 10,505.00 "
Sonora,Altar, 21.34 ," 2,158.00 "
Sonora,Arivechi, 13.36 , 167.00 
Sonora,Arizpe, 9.65 , 287.00 
Sonora,Atil, 9.35 , 62.00 
Sonora,Bacadéhuachi, 16.48 , 172.00 
Sonora,Bacanora, 14.71 , 119.00 
Sonora,Bacerac, 14.63 , 190.00 
Sonora,Bacoachi, 5.33 , 84.00 
Sonora,Bácum, 32.96 ," 8,377.00 "
Sonora,Banámichi, 7.37 , 143.00 
Sonora,Baviácora, 11.47 , 390.00 
Sonora,Bavispe, 7.50 , 93.00 
Sonora,Benjamín Hill, 16.33 , 868.00 
Sonora,Caborca, 17.14 ," 16,338.00 "
Sonora,Cajeme, 23.62 ," 108,398.00 "
Sonora,Cananea, 15.76 ," 5,908.00 "
Sonora,Carbó, 12.90 , 680.00 
Sonora,La Colorada, 8.52 , 168.00 
Sonora,Cucurpe, 1.20 , 11.00 
Sonora,Cumpas, 8.05 , 500.00 
Sonora,Divisaderos, 11.31 , 91.00 
Sonora,Empalme, 31.65 ," 17,683.00 "
Sonora,Etchojoa, 47.76 ," 34,924.00 "
Sonora,Fronteras, 14.18 ," 1,366.00 "
Sonora,Granados, 5.35 , 58.00 
Sonora,Guaymas, 26.25 ," 45,146.00 "
Sonora,Hermosillo, 17.13 ," 169,224.00 "
Sonora,Huachinera, 15.95 , 201.00 
Sonora,Huásabas, 7.70 , 73.00 
Sonora,Huatabampo, 37.30 ," 28,799.00 "
Sonora,Huépac, 3.28 , 33.00 
Sonora,Imuris, 19.34 ," 2,427.00 "
Sonora,Magdalena, 19.14 ," 6,513.00 "
Sonora,Mazatán, 2.60 , 31.00 
Sonora,Moctezuma, 4.74 , 261.00 
Sonora,Naco, 20.13 ," 1,238.00 "
Sonora,Nácori Chico, 19.44 , 317.00 
Sonora,Nacozari de García, 15.01 ," 2,167.00 "
Sonora,Navojoa, 38.66 ," 74,287.00 "
Sonora,Nogales, 14.14 ," 39,690.00 "
Sonora,Ónavas, 7.85 , 31.00 
Sonora,Opodepe, 16.36 , 425.00 
Sonora,Oquitoa, 8.65 , 46.00 
Sonora,Pitiquito, 23.64 ," 2,297.00 "
Sonora,Puerto Peñasco, 26.07 ," 17,582.00 "
Sonora,Quiriego, 26.16 , 861.00 
Sonora,Rayón, 13.80 , 220.00 
Sonora,Rosario, 15.35 , 790.00 
Sonora,Sahuaripa, 14.08 , 788.00 
Sonora,San Felipe de Jesús, 7.88 , 31.00 
Sonora,San Javier, 7.68 , 44.00 
Sonora,San Luis Río Colorado, 18.00 ," 36,657.00 "
Sonora,San Miguel de Horcasitas, 31.11 ," 4,062.00 "
Sonora,San Pedro de la Cueva, 5.93 , 92.00 
Sonora,Santa Ana, 21.54 ," 3,520.00 "
Sonora,Santa Cruz, 4.26 , 83.00 
Sonora,Sáric, 18.82 , 412.00 
Sonora,Soyopa, 9.99 , 145.00 
Sonora,Suaqui Grande, 6.88 , 82.00 
Sonora,Tepache, 16.28 , 204.00 
Sonora,Trincheras, 6.21 , 91.00 
Sonora,Tubutama, 17.96 , 282.00 
Sonora,Ures, 14.84 ," 1,351.00 "
Sonora,Villa Hidalgo, 9.71 , 148.00 
Sonora,Villa Pesqueira, 11.15 , 124.00 
Sonora,Yécora, 33.83 ," 1,727.00 "
Sonora,General Plutarco Elías Calles, 23.79 ," 3,398.00 "
Sonora,Benito Juárez, 37.75 ," 8,903.00 "
Sonora,San Ignacio Río Muerto, 38.50 ," 6,514.00 "
Tabasco,Balancán, 43.35 ," 27,923.00 "
Tabasco,Cárdenas, 43.26 ," 107,594.00 "
Tabasco,Centla, 72.15 ," 98,280.00 "
Tabasco,Centro, 29.97 ," 196,850.00 "
Tabasco,Comalcalco, 43.72 ," 104,663.00 "
Tabasco,Cunduacán, 44.85 ," 68,459.00 "
Tabasco,Emiliano Zapata, 33.95 ," 10,011.00 "
Tabasco,Huimanguillo, 40.97 ," 80,685.00 "
Tabasco,Jalapa, 28.54 ," 11,794.00 "
Tabasco,Jalpa de Méndez, 46.48 ," 51,475.00 "
Tabasco,Jonuta, 57.34 ," 19,283.00 "
Tabasco,Macuspana, 46.62 ," 77,542.00 "
Tabasco,Nacajuca, 38.72 ," 55,771.00 "
Tabasco,Paraíso, 47.36 ," 54,109.00 "
Tabasco,Tacotalpa, 37.63 ," 20,164.00 "
Tabasco,Teapa, 29.69 ," 16,110.00 "
Tabasco,Tenosique, 36.61 ," 22,777.00 "
Tamaulipas,Abasolo, 10.44 ," 1,089.00 "
Tamaulipas,Aldama, 11.98 ," 3,793.00 "
Tamaulipas,Altamira, 19.15 ," 56,065.00 "
Tamaulipas,Antiguo Morelos, 7.59 , 713.00 
Tamaulipas,Burgos, 2.38 , 108.00 
Tamaulipas,Bustamante, 18.91 ," 1,514.00 "
Tamaulipas,Camargo, 9.89 ," 1,673.00 "
Tamaulipas,Casas, 3.81 , 167.00 
Tamaulipas,Ciudad Madero, 10.22 ," 21,844.00 "
Tamaulipas,Cruillas, 5.05 , 90.00 
Tamaulipas,Gómez Farías, 9.08 , 799.00 
Tamaulipas,González, 16.13 ," 7,384.00 "
Tamaulipas,Güémez, 14.15 ," 2,407.00 "
Tamaulipas,Guerrero, 5.12 , 207.00 
Tamaulipas,Gustavo Díaz Ordaz, 16.45 ," 2,875.00 "
Tamaulipas,Hidalgo, 8.70 ," 1,726.00 "
Tamaulipas,Jaumave, 19.45 ," 3,524.00 "
Tamaulipas,Jiménez, 8.12 , 550.00 
Tamaulipas,Llera, 9.34 ," 1,468.00 "
Tamaulipas,Mainero, 10.78 , 235.00 
Tamaulipas,El Mante, 15.94 ," 17,744.00 "
Tamaulipas,Matamoros, 16.42 ," 95,556.00 "
Tamaulipas,Méndez, 11.32 , 514.00 
Tamaulipas,Mier, 6.03 , 409.00 
Tamaulipas,Miguel Alemán, 15.88 ," 4,356.00 "
Tamaulipas,Miquihuana, 15.86 , 624.00 
Tamaulipas,Nuevo Laredo, 13.08 ," 59,337.00 "
Tamaulipas,Nuevo Morelos, 7.37 , 298.00 
Tamaulipas,Ocampo, 11.83 ," 1,788.00 "
Tamaulipas,Padilla, 10.07 ," 1,444.00 "
Tamaulipas,Palmillas, 11.43 , 233.00 
Tamaulipas,Reynosa, 11.52 ," 84,307.00 "
Tamaulipas,Río Bravo, 13.64 ," 19,633.00 "
Tamaulipas,San Carlos, 6.32 , 497.00 
Tamaulipas,San Fernando, 14.78 ," 8,601.00 "
Tamaulipas,San Nicolás, 1.91 , 19.00 
Tamaulipas,Soto la Marina, 8.04 ," 1,968.00 "
Tamaulipas,Tampico, 13.04 ," 40,768.00 "
Tamaulipas,Tula, 14.47 ," 4,699.00 "
Tamaulipas,Valle Hermoso, 16.60 ," 10,594.00 "
Tamaulipas,Victoria, 15.46 ," 56,737.00 "
Tamaulipas,Villagrán, 5.92 , 337.00 
Tamaulipas,Xicoténcatl, 8.68 ," 2,021.00 "
Tlaxcala,Amaxac de Guerrero, 20.62 ," 2,362.00 "
Tlaxcala,Apetatitlán de Antonio Carvajal, 22.41 ," 3,791.00 "
Tlaxcala,Atlangatepec, 14.57 ," 1,067.00 "
Tlaxcala,Atltzayanca, 29.66 ," 5,331.00 "
Tlaxcala,Apizaco, 23.36 ," 19,161.00 "
Tlaxcala,Calpulalpan, 36.03 ," 19,070.00 "
Tlaxcala,El Carmen Tequexquitla, 39.73 ," 7,040.00 "
Tlaxcala,Cuapiaxtla, 29.16 ," 4,647.00 "
Tlaxcala,Cuaxomulco, 12.52 , 767.00 
Tlaxcala,Chiautempan, 28.06 ," 21,302.00 "
Tlaxcala,Muñoz de Domingo Arenas, 10.62 , 522.00 
Tlaxcala,Españita, 17.38 ," 1,691.00 "
Tlaxcala,Huamantla, 38.54 ," 41,781.00 "
Tlaxcala,Hueyotlipan, 31.44 ," 4,730.00 "
Tlaxcala,Ixtacuixtla de Mariano Matamoros, 17.50 ," 6,955.00 "
Tlaxcala,Ixtenco, 18.33 ," 1,421.00 "
Tlaxcala,Mazatecochco de José María Morelos, 34.95 ," 4,360.00 "
Tlaxcala,Contla de Juan Cuamatzi, 31.33 ," 12,498.00 "
Tlaxcala,Tepetitla de Lardizábal, 29.20 ," 6,611.00 "
Tlaxcala,Sanctórum de Lázaro Cárdenas, 18.93 ," 1,845.00 "
Tlaxcala,Nanacamilpa de Mariano Arista, 25.23 ," 4,493.00 "
Tlaxcala,Acuamanala de Miguel Hidalgo, 21.88 ," 1,454.00 "
Tlaxcala,Natívitas, 30.41 ," 8,447.00 "
Tlaxcala,Panotla, 24.35 ," 7,411.00 "
Tlaxcala,San Pablo del Monte, 43.73 ," 38,264.00 "
Tlaxcala,Santa Cruz Tlaxcala, 26.33 ," 6,427.00 "
Tlaxcala,Tenancingo, 29.33 ," 3,841.00 "
Tlaxcala,Teolocholco, 31.13 ," 8,050.00 "
Tlaxcala,Tepeyanco, 23.49 ," 3,165.00 "
Tlaxcala,Terrenate, 22.45 ," 3,116.00 "
Tlaxcala,Tetla de la Solidaridad, 24.01 ," 8,222.00 "
Tlaxcala,Tetlatlahuca, 23.57 ," 3,271.00 "
Tlaxcala,Tlaxcala, 15.74 ," 16,903.00 "
Tlaxcala,Tlaxco, 31.38 ," 13,473.00 "
Tlaxcala,Tocatlán, 15.23 , 991.00 
Tlaxcala,Totolac, 22.57 ," 5,559.00 "
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos, 29.82 ," 2,837.00 "
Tlaxcala,Tzompantepec, 31.90 ," 6,174.00 "
Tlaxcala,Xaloztoc, 28.00 ," 7,268.00 "
Tlaxcala,Xaltocan, 22.70 ," 2,331.00 "
Tlaxcala,Papalotla de Xicohténcatl, 36.49 ," 13,345.00 "
Tlaxcala,Xicohtzinco, 22.97 ," 3,261.00 "
Tlaxcala,Yauhquemehcan, 25.31 ," 11,281.00 "
Tlaxcala,Zacatelco, 24.84 ," 11,115.00 "
Tlaxcala,Benito Juárez, 14.09 , 904.00 
Tlaxcala,Emiliano Zapata, 5.80 , 297.00 
Tlaxcala,Lázaro Cárdenas, 7.49 , 274.00 
Tlaxcala,La Magdalena Tlaltelulco, n.d. , n.d. 
Tlaxcala,San Damián Texóloc, 8.18 , 498.00 
Tlaxcala,San Francisco Tetlanohcan, 32.15 ," 3,900.00 "
Tlaxcala,San Jerónimo Zacualpan, 8.91 , 377.00 
Tlaxcala,San José Teacalco, 12.13 , 807.00 
Tlaxcala,San Juan Huactzinco, 18.35 ," 1,457.00 "
Tlaxcala,San Lorenzo Axocomanitla, 14.49 , 852.00 
Tlaxcala,San Lucas Tecopilco, 11.61 , 369.00 
Tlaxcala,Santa Ana Nopalucan, 7.41 , 609.00 
Tlaxcala,Santa Apolonia Teacalco, 12.41 , 595.00 
Tlaxcala,Santa Catarina Ayometla, 11.31 ," 1,106.00 "
Tlaxcala,Santa Cruz Quilehtla, 13.86 ," 1,110.00 "
Tlaxcala,Santa Isabel Xiloxoxtla, 15.13 , 851.00 
Veracruz de Ignacio de la Llave,Acajete, 30.25 ," 3,037.00 "
Veracruz de Ignacio de la Llave,Acatlán, 12.51 , 446.00 
Veracruz de Ignacio de la Llave,Acayucan, 22.56 ," 19,448.00 "
Veracruz de Ignacio de la Llave,Actopan, 18.44 ," 7,796.00 "
Veracruz de Ignacio de la Llave,Acula, 23.80 ," 1,294.00 "
Veracruz de Ignacio de la Llave,Acultzingo, 26.42 ," 7,175.00 "
Veracruz de Ignacio de la Llave,Camarón de Tejeda, 12.90 , 873.00 
Veracruz de Ignacio de la Llave,Alpatláhuac, 28.61 ," 3,774.00 "
Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios, 3.42 , 928.00 
Veracruz de Ignacio de la Llave,Altotonga, 26.43 ," 19,644.00 "
Veracruz de Ignacio de la Llave,Alvarado, 17.85 ," 9,399.00 "
Veracruz de Ignacio de la Llave,Amatitlán, 19.79 ," 1,611.00 "
Veracruz de Ignacio de la Llave,Naranjos Amatlán, 27.61 ," 7,816.00 "
Veracruz de Ignacio de la Llave,Amatlán de los Reyes, 18.75 ," 9,114.00 "
Veracruz de Ignacio de la Llave,Angel R. Cabada, 37.08 ," 13,003.00 "
Veracruz de Ignacio de la Llave,La Antigua, 16.10 ," 4,317.00 "
Veracruz de Ignacio de la Llave,Apazapan, 16.46 , 802.00 
Veracruz de Ignacio de la Llave,Aquila, 42.56 , 871.00 
Veracruz de Ignacio de la Llave,Astacinga, 26.73 ," 1,911.00 "
Veracruz de Ignacio de la Llave,Atlahuilco, 14.33 ," 1,717.00 "
Veracruz de Ignacio de la Llave,Atoyac, 20.07 ," 4,569.00 "
Veracruz de Ignacio de la Llave,Atzacan, 26.20 ," 6,920.00 "
Veracruz de Ignacio de la Llave,Atzalan, 21.63 ," 11,766.00 "
Veracruz de Ignacio de la Llave,Tlaltetela, 24.09 ," 4,459.00 "
Veracruz de Ignacio de la Llave,Ayahualulco, 23.62 ," 8,177.00 "
Veracruz de Ignacio de la Llave,Banderilla, 10.03 ," 2,446.00 "
Veracruz de Ignacio de la Llave,Benito Juárez, 42.60 ," 8,275.00 "
Veracruz de Ignacio de la Llave,Boca del Río, 12.67 ," 16,760.00 "
Veracruz de Ignacio de la Llave,Calcahualco, 22.32 ," 3,164.00 "
Veracruz de Ignacio de la Llave,Camerino Z. Mendoza, 22.58 ," 9,777.00 "
Veracruz de Ignacio de la Llave,Carrillo Puerto, 20.23 ," 4,686.00 "
Veracruz de Ignacio de la Llave,Catemaco, 42.15 ," 24,258.00 "
Veracruz de Ignacio de la Llave,Cazones de Herrera, 33.89 ," 9,870.00 "
Veracruz de Ignacio de la Llave,Cerro Azul, 20.27 ," 5,185.00 "
Veracruz de Ignacio de la Llave,Citlaltépetl, 26.06 ," 3,673.00 "
Veracruz de Ignacio de la Llave,Coacoatzintla, 18.83 ," 2,284.00 "
Veracruz de Ignacio de la Llave,Coahuitlán, 43.42 ," 3,674.00 "
Veracruz de Ignacio de la Llave,Coatepec, 14.18 ," 13,220.00 "
Veracruz de Ignacio de la Llave,Coatzacoalcos, 22.75 ," 63,618.00 "
Veracruz de Ignacio de la Llave,Coatzintla, 26.17 ," 14,021.00 "
Veracruz de Ignacio de la Llave,Coetzala, 31.68 , 772.00 
Veracruz de Ignacio de la Llave,Colipa, 18.46 ," 1,097.00 "
Veracruz de Ignacio de la Llave,Comapa, 26.26 ," 6,352.00 "
Veracruz de Ignacio de la Llave,Córdoba, 11.52 ," 22,846.00 "
Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio, 24.82 ," 12,898.00 "
Veracruz de Ignacio de la Llave,Cosautlán de Carvajal, 7.91 ," 1,414.00 "
Veracruz de Ignacio de la Llave,Coscomatepec, 21.65 ," 15,585.00 "
Veracruz de Ignacio de la Llave,Cosoleacaque, 21.74 ," 28,131.00 "
Veracruz de Ignacio de la Llave,Cotaxtla, 34.46 ," 8,508.00 "
Veracruz de Ignacio de la Llave,Coxquihui, 42.04 ," 8,197.00 "
Veracruz de Ignacio de la Llave,Coyutla, 27.06 ," 7,352.00 "
Veracruz de Ignacio de la Llave,Cuichapa, 30.60 ," 3,812.00 "
Veracruz de Ignacio de la Llave,Cuitláhuac, 14.65 ," 4,176.00 "
Veracruz de Ignacio de la Llave,Chacaltianguis, 24.15 ," 2,774.00 "
Veracruz de Ignacio de la Llave,Chalma, 22.82 ," 3,620.00 "
Veracruz de Ignacio de la Llave,Chiconamel, 20.98 ," 1,435.00 "
Veracruz de Ignacio de la Llave,Chiconquiaco, 16.45 ," 2,988.00 "
Veracruz de Ignacio de la Llave,Chicontepec, 33.11 ," 20,609.00 "
Veracruz de Ignacio de la Llave,Chinameca, 28.99 ," 7,228.00 "
Veracruz de Ignacio de la Llave,Chinampa de Gorostiza, 17.00 ," 3,151.00 "
Veracruz de Ignacio de la Llave,Las Choapas, 25.68 ," 22,176.00 "
Veracruz de Ignacio de la Llave,Chocamán, 22.25 ," 5,420.00 "
Veracruz de Ignacio de la Llave,Chontla, 19.70 ," 3,033.00 "
Veracruz de Ignacio de la Llave,Chumatlán, 57.19 ," 2,372.00 "
Veracruz de Ignacio de la Llave,Emiliano Zapata, 14.03 ," 11,985.00 "
Veracruz de Ignacio de la Llave,Espinal, 31.32 ," 9,735.00 "
Veracruz de Ignacio de la Llave,Filomeno Mata, 40.39 ," 8,575.00 "
Veracruz de Ignacio de la Llave,Fortín, 19.73 ," 13,524.00 "
Veracruz de Ignacio de la Llave,Gutiérrez Zamora, 26.16 ," 6,484.00 "
Veracruz de Ignacio de la Llave,Hidalgotitlán, 34.60 ," 7,386.00 "
Veracruz de Ignacio de la Llave,Huatusco, 16.65 ," 10,756.00 "
Veracruz de Ignacio de la Llave,Huayacocotla, 16.29 ," 4,207.00 "
Veracruz de Ignacio de la Llave,Hueyapan de Ocampo, 32.49 ," 15,922.00 "
Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc, 21.30 ," 1,608.00 "
Veracruz de Ignacio de la Llave,Ignacio de la Llave, 32.02 ," 5,998.00 "
Veracruz de Ignacio de la Llave,Ilamatlán, 17.64 ," 2,442.00 "
Veracruz de Ignacio de la Llave,Isla, 38.12 ," 16,472.00 "
Veracruz de Ignacio de la Llave,Ixcatepec, 21.48 ," 2,828.00 "
Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes, 20.77 ," 2,756.00 "
Veracruz de Ignacio de la Llave,Ixhuatlán del Café, 16.14 ," 4,588.00 "
Veracruz de Ignacio de la Llave,Ixhuatlancillo, 35.95 ," 10,127.00 "
Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste, 31.33 ," 5,026.00 "
Veracruz de Ignacio de la Llave,Ixhuatlán de Madero, 45.01 ," 27,515.00 "
Veracruz de Ignacio de la Llave,Ixmatlahuacan, 16.55 , 955.00 
Veracruz de Ignacio de la Llave,Ixtaczoquitlán, 19.80 ," 14,393.00 "
Veracruz de Ignacio de la Llave,Jalacingo, 22.88 ," 11,777.00 "
Veracruz de Ignacio de la Llave,Xalapa, 11.71 ," 53,872.00 "
Veracruz de Ignacio de la Llave,Jalcomulco, 8.21 , 430.00 
Veracruz de Ignacio de la Llave,Jáltipan, 46.71 ," 19,827.00 "
Veracruz de Ignacio de la Llave,Jamapa, 27.93 ," 3,434.00 "
Veracruz de Ignacio de la Llave,Jesús Carranza, 38.57 ," 12,884.00 "
Veracruz de Ignacio de la Llave,Xico, 15.90 ," 6,875.00 "
Veracruz de Ignacio de la Llave,Jilotepec, 16.48 ," 2,883.00 "
Veracruz de Ignacio de la Llave,Juan Rodríguez Clara, 27.50 ," 12,000.00 "
Veracruz de Ignacio de la Llave,Juchique de Ferrer, 15.87 ," 2,713.00 "
Veracruz de Ignacio de la Llave,Landero y Coss, 7.03 , 112.00 
Veracruz de Ignacio de la Llave,Lerdo de Tejada, 26.54 ," 4,714.00 "
Veracruz de Ignacio de la Llave,Magdalena, 19.77 , 675.00 
Veracruz de Ignacio de la Llave,Maltrata, 15.13 ," 3,403.00 "
Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano, 26.73 ," 6,863.00 "
Veracruz de Ignacio de la Llave,Mariano Escobedo, 30.82 ," 13,471.00 "
Veracruz de Ignacio de la Llave,Martínez de la Torre, 19.56 ," 22,087.00 "
Veracruz de Ignacio de la Llave,Mecatlán, 32.79 ," 4,343.00 "
Veracruz de Ignacio de la Llave,Mecayapan, 45.67 ," 8,852.00 "
Veracruz de Ignacio de la Llave,Medellín, 16.86 ," 15,860.00 "
Veracruz de Ignacio de la Llave,Miahuatlán, 11.42 , 572.00 
Veracruz de Ignacio de la Llave,Las Minas, 27.62 , 839.00 
Veracruz de Ignacio de la Llave,Minatitlán, 25.79 ," 36,378.00 "
Veracruz de Ignacio de la Llave,Misantla, 18.24 ," 12,333.00 "
Veracruz de Ignacio de la Llave,Mixtla de Altamirano, 42.70 ," 5,358.00 "
Veracruz de Ignacio de la Llave,Moloacán, 18.38 ," 3,038.00 "
Veracruz de Ignacio de la Llave,Naolinco, 15.88 ," 3,898.00 "
Veracruz de Ignacio de la Llave,Naranjal, 35.51 ," 1,695.00 "
Veracruz de Ignacio de la Llave,Nautla, 16.01 ," 1,713.00 "
Veracruz de Ignacio de la Llave,Nogales, 14.27 ," 5,626.00 "
Veracruz de Ignacio de la Llave,Oluta, 30.39 ," 5,707.00 "
Veracruz de Ignacio de la Llave,Omealca, 29.06 ," 7,534.00 "
Veracruz de Ignacio de la Llave,Orizaba, 12.82 ," 14,176.00 "
Veracruz de Ignacio de la Llave,Otatitlán, 25.59 ," 1,496.00 "
Veracruz de Ignacio de la Llave,Oteapan, 31.77 ," 3,552.00 "
Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas, 21.64 ," 5,511.00 "
Veracruz de Ignacio de la Llave,Pajapan, 52.37 ," 10,976.00 "
Veracruz de Ignacio de la Llave,Pánuco, 21.01 ," 20,057.00 "
Veracruz de Ignacio de la Llave,Papantla, 30.44 ," 54,059.00 "
Veracruz de Ignacio de la Llave,Paso del Macho, 14.78 ," 4,965.00 "
Veracruz de Ignacio de la Llave,Paso de Ovejas, 22.83 ," 7,541.00 "
Veracruz de Ignacio de la Llave,La Perla, 42.22 ," 12,346.00 "
Veracruz de Ignacio de la Llave,Perote, 22.22 ," 18,428.00 "
Veracruz de Ignacio de la Llave,Platón Sánchez, 22.40 ," 4,203.00 "
Veracruz de Ignacio de la Llave,Playa Vicente, 34.84 ," 16,383.00 "
Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo, 20.78 ," 38,480.00 "
Veracruz de Ignacio de la Llave,Las Vigas de Ramírez, 17.22 ," 4,036.00 "
Veracruz de Ignacio de la Llave,Pueblo Viejo, 18.83 ," 10,814.00 "
Veracruz de Ignacio de la Llave,Puente Nacional, 17.84 ," 4,231.00 "
Veracruz de Ignacio de la Llave,Rafael Delgado, 27.25 ," 7,348.00 "
Veracruz de Ignacio de la Llave,Rafael Lucio, 6.19 , 535.00 
Veracruz de Ignacio de la Llave,Los Reyes, 11.92 , 778.00 
Veracruz de Ignacio de la Llave,Río Blanco, 12.00 ," 4,646.00 "
Veracruz de Ignacio de la Llave,Saltabarranca, 15.28 , 969.00 
Veracruz de Ignacio de la Llave,San Andrés Tenejapan, 40.51 ," 1,314.00 "
Veracruz de Ignacio de la Llave,San Andrés Tuxtla, 45.30 ," 85,595.00 "
Veracruz de Ignacio de la Llave,San Juan Evangelista, 28.46 ," 10,592.00 "
